arch,device,img_size,epochs_run,best_val_acc,test_acc,test_loss,avg_inference_ms,model_size_mb,num_classes,checkpoint
resnet18,cuda,224,20,0.9969760715224822,0.9984382705901693,0.8215690382252433,1.9273710250854492,42.90702438354492,139,runs\experiment_1\resnet18\best.pt
vit_b_16,cuda,224,15,0.9973704969760715,0.9980272891665297,0.8200490537509701,5.041866302490234,327.7036552429199,139,runs\experiment_1\vit_b_16\best.pt
mobilenet_v3_small,cuda,224,25,0.9971075466736786,0.9975341114581621,0.823240591647612,2.6273393630981445,6.333660125732422,139,runs\experiment_1\mobilenet_v3_small\best.pt
densenet121,cuda,224,19,0.9973704969760715,0.9975341114581621,0.8266052689948953,8.011255264282227,27.070354461669922,139,runs\experiment_1\densenet121\best.pt
efficientnet_b0,cuda,224,12,0.9969760715224822,0.9972053263192504,0.8376791761753573,4.079785346984863,15.96682357788086,139,runs\experiment_1\efficientnet_b0\best.pt
